ID,Ccoef,Ncoef,SLcoef,TAcoef,CxNcoef,CxSL,NxSL,CxTA,NxTA,SLxTA,Zone,Scale
PPM002,6.37849382247426,-0.069346126318726,1.28288713258732,-3.50324737707449,-2.41427854917821,-0.0429218685485798,-0.520966571935507,0.21137360807784,1.10531345004107,0.0419570114099217,PP,Patch
PPM003,4.53552125232381,-2.80458671422244,0.477320945006025,-0.133775049143063,-1.76031758136142,-0.017587002509966,-0.167771609501944,-0.0504505530417791,-0.325780040149843,0.149338126132281,PP,Patch
PPM004,-4.67770142718386,3.6751352629964,-0.837461941856461,-3.71980085307765,1.90027127294295,-0.0540595657436596,0.240235230300634,-0.802822835757489,0.370521243433827,0.121119779434878,PP,Patch
PPM005,1.65395298175231,4.74871915490179,2.08080495647181,4.36675555391589,-0.271509165095121,-0.130291449801368,-0.770799848970615,-0.138817782050853,-1.78482996381434,0.120214815481823,PP,Patch
PPM006,-1.56113676570335,10.3024315265874,6.85493860214365,10.2381413372131,0.0968206597260277,0.179372448693558,-2.38440973239417,0.587419500368622,-3.44612949756485,-0.215353867700599,PP,Patch
PPM008,-11.6434707665011,5.61459799987418,-0.555217379233293,2.97654302587225,3.98847756268378,0.363960479440598,0.612071121344276,-0.395690611383155,-1.89591343707359,-0.022291793680682,PP,Patch
PPM009,-1.75010833697106,0.486875778520479,1.01108161156789,0.767430215803374,0.616119936272877,0.0576407949433279,-0.306350914461007,0.0100261971904438,-0.423669870718062,0.124867554523225,PP,Patch
OMPM004,3.36182695486273,0.884421763956864,0.890942030920068,-0.873933696728404,-0.909052112261162,-0.125903448842546,-0.389993132601044,0.105386919647672,0.150462407762324,0.130986091789394,OMP,Patch
OMPM005,4.73624993123272,-6.49919997941732,-1.1777263994326,0.49079000070326,-1.69606291528679,0.0658098936493587,0.461597098798341,0.24591970235703,-0.110890164075184,0.0394751935915997,OMP,Patch
OMPM007,-1.92468130134169,-1.1687178263032,-0.304755274572571,-0.538786544279983,0.700304356092159,0.0103738137175623,0.11236887884073,0.0177100692518906,0.00238759525036599,0.130141820296052,OMP,Patch
OMPM011,-0.195751473737724,1.43588425349719,-0.128660061197902,-1.03655779664055,0.148882862061315,0.0195754435474732,0.0610084225742244,-0.574969406552484,-0.119790008172646,0.103524199091405,OMP,Patch
OMPM012,3.62202285346171,-0.389599117043537,0.577563208338494,1.88280438652588,-0.93615725038868,-0.0965169851738086,-0.217606501947339,-0.18346466780597,-1.10561111443052,0.150984806518435,OMP,Patch
OMPM013,-1.00152958073005,3.47815757528803,0.360636986710209,1.58016158801653,0.407397332730946,-0.0578816906434537,-0.175062473835604,0.107042161483649,-0.670056618593436,0.124049537187942,OMP,Patch
OMPM015,-4.94612249679556,2.71675435042798,-0.140769698270435,0.0233576447307527,1.51525163176186,0.00647894485666802,0.0430336880816218,0.121819726877307,-0.321774604857012,0.234365778818087,OMP,Patch
,0.494835112936143,0.124439655028681,0.237810687725533,-0.82106825849817,-0.126268126398029,-0.0228451318133197,-0.0990296513505797,0.0101871072984404,-0.00263268714236966,0.148047836028842,,Patch
